time,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
2025-11-28 02:30:00+00:00,4.4,0,0.5,17.9,13.5,0,0.0,0.0,63.6
2025-11-28 03:00:00+00:00,4.5,0,0.5,17.7,13.6,0,0.0,0.1,63.5
2025-11-28 03:30:00+00:00,4.3,0,0.9,19.3,13.3,0,0.0,0.0,62.1
2025-11-28 04:00:00+00:00,4.3,0,1.4,20.2,13.1,0,0.0,0.9,60.2
2025-11-28 04:30:00+00:00,5.0,0,2.1,19.4,13.1,0,0.0,0.0,60.3
2025-11-28 05:00:00+00:00,6.0,0,2.3,18.9,13.0,0,0.0,0.0,59.8
2025-11-28 05:30:00+00:00,6.8,0,3.7,19.3,12.4,0,0.0,0.0,57.7
2025-11-28 06:00:00+00:00,7.4,0,3.9,21.1,12.0,0,0.0,0.3,55.3
2025-11-28 06:30:00+00:00,7.4,0,4.2,21.5,11.9,0,0.0,0.0,55.1
2025-11-28 07:00:00+00:00,7.4,0,3.9,22.2,11.5,0,0.0,0.3,54.6
2025-11-28 07:30:00+00:00,7.5,0,5.1,19.8,11.5,0,0.0,0.3,55.8
2025-11-28 08:00:00+00:00,7.1,0,5.2,19.7,11.5,0,0.0,0.3,56.2
2025-11-28 08:30:00+00:00,7.1,0,5.9,18.8,11.2,0,0.0,1.7,55.2
2025-11-28 09:00:00+00:00,7.0,0,5.9,17.4,11.1,0,0.0,4.3,54.3
2025-11-28 09:30:00+00:00,6.9,0,6.1,16.5,10.8,0,0.0,6.7,53.0
2025-11-28 10:00:00+00:00,7.0,0,6.0,15.3,10.6,0,0.0,8.9,52.2
2025-11-28 10:30:00+00:00,7.4,0,4.7,15.1,10.4,0,0.0,10.4,52.0
2025-11-28 11:00:00+00:00,8.1,0,4.6,14.0,10.3,0,0.0,11.0,52.1
2025-11-28 11:30:00+00:00,8.1,0,4.5,14.7,10.2,0,0.0,10.6,51.9
2025-11-28 12:00:00+00:00,8.1,0,4.5,14.4,10.2,0,0.0,10.1,52.8
2025-11-28 12:30:00+00:00,8.0,0,4.5,14.5,10.2,0,0.0,9.2,53.6
2025-11-28 13:00:00+00:00,8.1,0,4.5,15.1,10.3,0,0.0,8.0,53.9
2025-11-28 13:30:00+00:00,8.2,0,4.2,16.0,10.4,0,0.0,6.8,54.4
2025-11-28 14:00:00+00:00,8.2,0,4.5,17.3,10.5,0,0.0,5.1,54.4
2025-11-28 14:30:00+00:00,8.3,0,4.8,18.7,10.5,0,0.0,3.1,54.6
2025-11-28 15:00:00+00:00,8.5,0,4.9,19.5,10.6,0,0.0,1.1,55.2
2025-11-28 15:30:00+00:00,8.5,0,5.2,19.5,10.7,0,0.0,0.2,55.9
2025-11-28 16:00:00+00:00,8.4,0,5.1,20.1,10.6,0,0.0,0.1,55.6
2025-11-28 16:30:00+00:00,8.3,0,5.7,21.2,10.4,0,0.0,0.1,54.4
2025-11-28 17:00:00+00:00,8.3,0,5.8,21.0,10.5,0,0.0,0.1,54.3
2025-11-28 17:30:00+00:00,8.4,0,6.6,19.4,10.5,0,0.0,0.0,55.0
2025-11-28 18:00:00+00:00,8.7,0,6.7,18.6,10.8,0,0.0,0.1,55.2
2025-11-28 18:30:00+00:00,8.7,0,7.9,18.4,10.8,0,0.0,0.0,54.3
2025-11-28 19:00:00+00:00,8.7,0,8.0,18.1,10.8,0,0.0,0.0,54.3
2025-11-28 19:30:00+00:00,9.1,0,7.5,17.4,11.3,0,0.0,0.0,54.8
2025-11-28 20:00:00+00:00,9.4,0,7.7,16.3,11.7,0,0.0,0.0,54.8
2025-11-28 20:30:00+00:00,9.7,0,6.4,16.4,12.1,0,0.0,0.0,55.4
2025-11-28 21:00:00+00:00,10.0,0,6.5,15.4,12.4,0,0.0,0.1,55.6
2025-11-28 21:30:00+00:00,10.3,0,5.5,15.7,12.8,0,0.0,0.0,55.7
2025-11-28 22:00:00+00:00,10.7,0,5.7,13.7,13.3,0,0.0,0.1,56.4
2025-11-28 22:30:00+00:00,11.1,0,6.4,12.1,13.8,0,0.0,0.0,56.5
2025-11-28 23:00:00+00:00,11.5,0,6.7,11.4,14.3,0,0.0,0.1,55.8
2025-11-28 23:30:00+00:00,11.9,0,8.9,10.3,14.8,0,0.0,0.0,54.1
2025-11-29 00:00:00+00:00,11.8,0,9.2,9.9,14.7,0,0.0,0.1,54.1
2025-11-29 00:30:00+00:00,11.5,0,13.5,8.3,14.9,0,0.0,0.0,51.9
2025-11-29 01:00:00+00:00,11.4,0,12.9,8.3,15.7,0,0.0,0.0,51.6
2025-11-29 01:30:00+00:00,11.0,0,14.3,8.1,16.2,0,0.0,0.0,50.4
2025-11-29 02:00:00+00:00,10.3,0,14.8,7.9,16.6,0,0.0,0.0,50.3
2025-11-29 02:30:00+00:00,9.8,0,14.9,8.1,17.1,0,0.0,0.0,50.1
2025-11-29 03:00:00+00:00,9.8,0,15.2,8.4,17.6,0,0.1,0.0,49.1
2025-11-29 03:30:00+00:00,9.9,0,13.4,8.6,18.1,0,0.1,0.0,49.9
2025-11-29 04:00:00+00:00,9.8,0,12.8,8.8,18.0,0,0.1,0.0,50.5
2025-11-29 04:30:00+00:00,10.1,0,10.8,9.4,18.4,0,0.1,0.0,51.2
2025-11-29 05:00:00+00:00,10.3,0,10.1,11.1,18.6,0,0.1,0.1,49.8
2025-11-29 05:30:00+00:00,11.2,0,7.7,11.6,18.2,0,0.1,0.0,51.2
2025-11-29 06:00:00+00:00,11.8,0,7.1,13.3,17.2,0,0.1,0.1,50.5
2025-11-29 06:30:00+00:00,11.1,0,9.3,16.2,15.3,0,0.0,0.0,48.1
2025-11-29 07:00:00+00:00,11.3,0,9.0,17.2,14.5,0,0.0,0.0,47.9
2025-11-29 07:30:00+00:00,11.2,0,10.4,17.7,14.0,0,0.0,0.0,46.7
2025-11-29 08:00:00+00:00,10.9,0,10.2,19.2,13.5,0,0.0,0.0,46.2
2025-11-29 08:30:00+00:00,10.6,0,12.1,17.5,13.2,0,0.0,0.4,46.1
2025-11-29 09:00:00+00:00,10.3,0,11.9,18.8,12.8,0,0.0,1.1,45.1
2025-11-29 09:30:00+00:00,10.3,0,10.6,19.8,12.8,0,0.0,2.2,44.2
2025-11-29 10:00:00+00:00,10.1,0,10.5,19.6,12.6,0,0.0,3.4,43.8
2025-11-29 10:30:00+00:00,9.9,0,11.8,18.4,12.3,0,0.0,4.5,43.1
2025-11-29 11:00:00+00:00,9.7,0,11.1,17.9,12.2,0,0.0,5.8,43.4
2025-11-29 11:30:00+00:00,9.4,0,12.1,17.5,11.9,0,0.0,6.1,42.9
2025-11-29 12:00:00+00:00,9.4,0,12.2,16.3,11.9,0,0.0,6.8,43.4
2025-11-29 12:30:00+00:00,9.3,0,12.8,16.2,11.8,0,0.0,6.4,43.5
2025-11-29 13:00:00+00:00,9.4,0,12.7,15.4,11.8,0,0.0,5.9,44.8
2025-11-29 13:30:00+00:00,9.4,0,10.8,16.0,11.9,0,0.0,5.8,46.2
2025-11-29 14:00:00+00:00,9.5,0,10.8,15.8,12.0,0,0.0,4.4,47.5
2025-11-29 14:30:00+00:00,9.6,0,9.7,18.0,12.1,0,0.0,2.8,47.8
2025-11-29 15:00:00+00:00,9.6,0,8.7,20.4,12.0,0,0.0,1.1,48.1
2025-11-29 15:30:00+00:00,9.6,0,7.4,21.2,12.0,0,0.0,0.2,49.7
2025-11-29 16:00:00+00:00,9.6,0,7.3,21.5,11.9,0,0.0,0.3,49.5
2025-11-29 16:30:00+00:00,9.3,0,8.2,20.8,11.6,0,0.0,0.1,50.0
2025-11-29 17:00:00+00:00,9.3,0,8.1,21.1,11.6,0,0.0,0.0,49.9
2025-11-29 17:30:00+00:00,9.1,0,9.5,20.7,11.4,0,0.0,0.0,49.2
2025-11-29 18:00:00+00:00,9.2,0,10.8,19.0,11.4,0,0.0,0.0,49.6
2025-11-29 18:30:00+00:00,9.5,0,11.5,16.1,12.0,0,0.0,0.0,50.9
2025-11-29 19:00:00+00:00,9.5,0,11.5,16.1,12.0,0,0.0,0.0,50.9
2025-11-29 19:30:00+00:00,9.6,0,13.5,14.5,12.2,0,0.0,0.0,50.2
2025-11-29 20:00:00+00:00,9.7,0,13.1,14.3,12.5,0,0.0,0.0,50.2
2025-11-29 20:30:00+00:00,10.2,0,11.5,13.4,12.8,0,0.0,0.0,52.0
2025-11-29 21:00:00+00:00,10.2,0,13.2,10.8,13.2,0,0.0,0.0,52.6
2025-11-29 21:30:00+00:00,9.7,0,13.0,11.5,13.5,0,0.0,0.0,52.3
2025-11-29 22:00:00+00:00,9.5,0,12.9,12.0,13.5,0,0.0,0.0,52.0
2025-11-29 22:30:00+00:00,9.5,0,12.3,11.5,13.7,0,0.0,0.0,52.9
2025-11-29 23:00:00+00:00,9.8,0,12.7,10.0,14.0,0,0.0,0.0,53.5
2025-11-29 23:30:00+00:00,9.8,0,12.3,10.5,14.1,0,0.0,0.0,53.3
2025-11-30 00:00:00+00:00,10.1,0,12.1,10.2,14.2,0,0.0,0.0,53.5
2025-11-30 00:30:00+00:00,10.1,0,12.0,10.9,14.2,0,0.0,0.0,52.8
2025-11-30 01:00:00+00:00,10.3,0,11.2,11.1,14.3,0,0.0,0.0,53.1
2025-11-30 01:30:00+00:00,10.7,0,10.1,10.9,14.7,0,0.0,0.0,53.6
2025-11-30 02:00:00+00:00,10.7,0,8.8,12.4,15.0,0,0.0,0.0,53.2
2025-11-30 02:30:00+00:00,11.0,0,7.6,12.6,15.1,0,0.0,0.0,53.6
2025-11-30 03:00:00+00:00,11.2,0,7.5,12.7,15.5,0,0.0,0.0,53.1
2025-11-30 03:30:00+00:00,11.6,0,7.4,11.8,15.5,0,0.0,0.0,53.8
2025-11-30 04:00:00+00:00,11.3,0,8.5,11.1,15.6,0,0.0,0.0,53.6
2025-11-30 04:30:00+00:00,11.4,0,8.7,11.7,15.6,0,0.0,0.0,52.6
2025-11-30 05:00:00+00:00,11.0,0,8.8,14.3,15.4,0,0.0,0.0,50.5
2025-11-30 05:30:00+00:00,11.5,0,9.3,16.1,15.3,0,0.0,0.0,47.8
2025-11-30 06:00:00+00:00,11.5,0,9.7,19.2,15.1,0,0.0,0.0,44.5
2025-11-30 06:30:00+00:00,11.6,0,9.1,21.5,14.7,0,0.0,0.0,43.0
2025-11-30 07:00:00+00:00,11.2,0,9.7,23.0,14.6,0,0.0,0.0,41.4
2025-11-30 07:30:00+00:00,11.1,0,10.2,25.6,14.3,0,0.0,0.2,38.7
2025-11-30 08:00:00+00:00,11.3,0,11.5,24.4,14.2,0,0.0,1.1,37.5
2025-11-30 08:30:00+00:00,10.2,0,10.4,31.5,13.4,0,0.0,2.4,32.1
2025-11-30 09:00:00+00:00,9.6,0,10.4,34.3,12.7,0,0.0,4.2,28.9
2025-11-30 09:30:00+00:00,9.6,0,11.5,33.0,12.4,0,0.0,6.3,27.1
2025-11-30 10:00:00+00:00,9.2,0,11.4,35.3,12.2,0,0.0,7.8,24.1
2025-11-30 10:30:00+00:00,9.3,0,10.6,35.9,11.9,0,0.0,9.5,22.8
2025-11-30 11:00:00+00:00,9.4,0,10.9,35.3,11.8,0,0.0,10.9,21.8
2025-11-30 11:30:00+00:00,9.0,0,11.2,36.8,11.8,0,0.0,11.3,19.9
2025-11-30 12:00:00+00:00,9.4,0,10.7,36.7,11.8,0,0.0,12.0,19.4
2025-11-30 12:30:00+00:00,9.0,0,10.6,38.9,11.7,0,0.0,11.6,18.1
2025-11-30 13:00:00+00:00,9.4,0,11.0,39.9,11.8,0,0.0,10.7,17.2
2025-11-30 13:30:00+00:00,8.9,0,11.3,43.4,11.9,0,0.0,8.8,15.6
2025-11-30 14:00:00+00:00,9.4,0,11.5,44.2,11.8,0,0.0,7.3,15.7
2025-11-30 14:30:00+00:00,9.2,0,10.5,48.5,11.8,0,0.0,5.2,14.8
2025-11-30 15:00:00+00:00,8.9,0,9.7,51.9,11.7,0,0.0,3.2,14.7
2025-11-30 15:30:00+00:00,8.8,0,10.9,52.3,11.6,0,0.0,1.5,14.8
2025-11-30 16:00:00+00:00,8.9,0,10.7,52.6,11.5,0,0.0,0.5,15.8
2025-11-30 16:30:00+00:00,8.9,0,10.3,52.6,11.3,0,0.0,0.0,16.8
2025-11-30 17:00:00+00:00,9.0,0,9.5,52.1,11.3,0,0.0,0.0,18.1
2025-11-30 17:30:00+00:00,8.8,0,10.0,51.1,11.3,0,0.0,0.0,18.9
2025-11-30 18:00:00+00:00,8.8,0,9.5,50.1,11.3,0,0.0,0.0,20.3
2025-11-30 18:30:00+00:00,8.7,0,9.3,49.2,11.2,0,0.0,0.0,21.6
2025-11-30 19:00:00+00:00,8.4,0,9.9,47.9,11.3,0,0.0,0.0,22.5
2025-11-30 19:30:00+00:00,8.5,0,10.2,45.7,11.3,0,0.0,0.0,24.3
2025-11-30 20:00:00+00:00,8.4,0,10.5,43.3,11.4,0,0.0,0.0,26.4
2025-11-30 20:30:00+00:00,8.5,0,10.4,40.3,11.7,0,0.0,0.0,29.1
2025-11-30 21:00:00+00:00,8.8,0,11.6,34.5,12.0,0,0.0,0.0,33.0
2025-11-30 21:30:00+00:00,9.3,0,12.8,27.9,12.5,0,0.0,0.0,37.4
2025-11-30 22:00:00+00:00,9.7,0,12.8,23.1,12.9,0,0.0,0.0,41.4
2025-11-30 22:30:00+00:00,9.5,0,13.0,20.6,13.3,0,0.0,0.0,43.5
2025-11-30 23:00:00+00:00,9.3,0,12.7,18.5,13.6,0,0.0,0.0,46.0
